88.0,90.0,88.0,61.0,,,14.0,11.0,,,24.0,,37.0,33.0,24.0,105.0,70.0
86.0,88.0,86.0,59.0,,,16.0,12.0,,,22.0,,35.0,31.0,22.0,103.0,68.0
91.0,93.0,90.0,63.0,,,18.0,12.0,,,26.0,,39.0,35.0,27.0,107.0,72.0
88.0,90.0,88.0,60.0,,,16.0,13.0,,,24.0,,37.0,33.0,24.0,104.0,70.0
87.0,89.0,86.0,58.0,,,14.0,16.0,,,22.0,,35.0,27.0,17.0,103.0,68.0
86.0,88.0,86.0,58.0,,,16.0,15.0,,,22.0,,35.0,29.0,20.0,102.0,68.0
74.0,76.0,73.0,46.0,,,26.0,26.0,,,9.0,,23.0,19.0,20.0,90.0,55.0
82.0,84.0,81.0,54.0,,,19.0,18.0,,,17.0,,31.0,24.0,15.0,98.0,63.0
83.0,85.0,82.0,55.0,,,18.0,16.0,,,18.0,,31.0,25.0,16.0,99.0,64.0
86.0,88.0,86.0,58.0,,,14.0,13.0,,,22.0,,35.0,29.0,21.0,102.0,67.0
90.0,92.0,89.0,62.0,,,14.0,7.0,,,25.0,,38.0,34.0,25.0,106.0,71.0
91.0,93.0,91.0,63.0,,,12.0,10.0,,,26.0,,40.0,32.0,23.0,107.0,72.0
90.0,92.0,89.0,62.0,,,13.0,9.0,,,25.0,,38.0,34.0,24.0,106.0,71.0
89.0,91.0,89.0,61.0,,,16.0,9.0,,,25.0,,38.0,34.0,25.0,105.0,71.0
88.0,90.0,88.0,61.0,,,12.0,12.0,,,24.0,,37.0,31.0,22.0,105.0,70.0
87.0,89.0,87.0,59.0,,,20.0,13.0,,,23.0,,36.0,32.0,25.0,103.0,69.0
86.0,88.0,85.0,58.0,,,16.0,14.0,,,21.0,,34.0,30.0,22.0,102.0,67.0
89.0,91.0,89.0,62.0,,,12.0,15.0,,,25.0,,38.0,30.0,21.0,106.0,71.0
82.0,84.0,81.0,54.0,,,19.0,17.0,,,17.0,,31.0,24.0,15.0,98.0,63.0
88.0,90.0,88.0,61.0,,,19.0,17.0,,,24.0,,37.0,33.0,24.0,105.0,70.0
87.0,89.0,86.0,59.0,,,18.0,16.0,,,22.0,,35.0,31.0,23.0,103.0,68.0
86.0,88.0,86.0,59.0,,,15.0,14.0,,,22.0,,35.0,29.0,20.0,103.0,68.0
89.0,91.0,89.0,61.0,,,13.0,12.0,,,24.0,,38.0,33.0,23.0,105.0,70.0
81.0,83.0,80.0,53.0,,,20.0,18.0,,,16.0,,30.0,25.0,19.0,97.0,62.0
81.0,83.0,81.0,54.0,,,20.0,19.0,,,17.0,,30.0,26.0,18.0,98.0,63.0
83.0,85.0,83.0,56.0,,,18.0,17.0,,,19.0,,32.0,26.0,17.0,100.0,65.0
90.0,92.0,90.0,62.0,,,14.0,9.0,,,26.0,,39.0,34.0,24.0,106.0,71.0
85.0,87.0,84.0,57.0,,,16.0,14.0,,,20.0,,34.0,29.0,20.0,101.0,66.0
90.0,92.0,89.0,62.0,,,14.0,7.0,,,25.0,,39.0,35.0,25.0,106.0,71.0
82.0,84.0,82.0,55.0,,,19.0,17.0,,,18.0,,31.0,27.0,20.0,99.0,64.0
85.0,87.0,85.0,57.0,,,16.0,14.0,,,21.0,,34.0,29.0,20.0,101.0,67.0
94.0,95.0,94.0,65.0,,,13.0,10.0,,,29.0,,43.0,34.0,24.0,111.0,75.0
94.0,91.0,93.0,66.0,,,16.0,6.0,,,29.0,,43.0,38.0,28.0,109.0,75.0
96.0,91.0,95.0,64.0,,,8.0,6.0,,,28.0,,45.0,32.0,23.0,109.0,73.0
94.0,91.0,94.0,67.0,,,14.0,7.0,,,30.0,,43.0,37.0,27.0,109.0,76.0
95.0,89.0,95.0,67.0,,,15.0,5.0,,,31.0,,44.0,40.0,30.0,107.0,76.0
89.0,91.0,88.0,61.0,,,24.0,17.0,,,24.0,,38.0,34.0,27.0,105.0,70.0
94.0,91.0,93.0,65.0,,,13.0,7.0,,,29.0,,43.0,33.0,24.0,109.0,74.0
87.0,89.0,87.0,59.0,,,20.0,13.0,,,23.0,,36.0,32.0,25.0,103.0,69.0
95.0,91.0,94.0,67.0,,,17.0,6.0,,,30.0,,43.0,39.0,29.0,109.0,76.0
95.0,90.0,95.0,64.0,,,10.0,5.0,,,28.0,,44.0,32.0,23.0,108.0,73.0
86.0,88.0,86.0,55.0,,,14.0,22.0,,,18.0,,35.0,23.0,14.0,102.0,64.0
89.0,91.0,88.0,58.0,,,14.0,20.0,,,21.0,,37.0,26.0,17.0,105.0,67.0
86.0,88.0,85.0,54.0,,,13.0,20.0,,,17.0,,34.0,22.0,13.0,102.0,63.0
85.0,87.0,84.0,53.0,,,9.0,17.0,,,16.0,,34.0,21.0,12.0,101.0,62.0
83.0,85.0,82.0,55.0,,,15.0,20.0,,,18.0,,32.0,24.0,15.0,99.0,64.0
86.0,88.0,85.0,55.0,,,13.0,18.0,,,19.0,,35.0,23.0,14.0,102.0,64.0
86.0,88.0,85.0,54.0,,,8.0,16.0,,,17.0,,34.0,22.0,13.0,102.0,63.0
83.0,85.0,83.0,56.0,,,16.0,20.0,,,19.0,,32.0,25.0,15.0,100.0,65.0
85.0,87.0,84.0,53.0,,,12.0,20.0,,,16.0,,33.0,21.0,12.0,101.0,62.0
83.0,85.0,83.0,51.0,,,11.0,19.0,,,15.0,,32.0,20.0,10.0,99.0,61.0
87.0,89.0,86.0,55.0,,,13.0,20.0,,,18.0,,36.0,23.0,12.0,103.0,64.0
85.0,87.0,84.0,56.0,,,15.0,18.0,,,19.0,,33.0,24.0,15.0,101.0,65.0
85.0,87.0,85.0,53.0,,,11.0,17.0,,,17.0,,34.0,22.0,12.0,101.0,63.0
84.0,85.0,83.0,53.0,,,15.0,22.0,,,16.0,,32.0,22.0,14.0,100.0,62.0
85.0,87.0,85.0,55.0,,,13.0,20.0,,,18.0,,34.0,23.0,14.0,102.0,64.0
85.0,87.0,84.0,53.0,,,11.0,18.0,,,16.0,,33.0,21.0,12.0,101.0,62.0
90.0,74.0,81.0,85.0,,,30.0,20.0,,,48.0,,61.0,54.0,44.0,92.0,94.0
90.0,75.0,81.0,82.0,,,28.0,17.0,,,46.0,,59.0,52.0,42.0,92.0,92.0
91.0,75.0,82.0,83.0,,,28.0,18.0,,,46.0,,59.0,52.0,43.0,93.0,92.0
86.0,71.0,77.0,81.0,,,26.0,16.0,,,44.0,,58.0,50.0,41.0,88.0,90.0
90.0,74.0,81.0,85.0,,,30.0,20.0,,,49.0,,62.0,54.0,45.0,92.0,95.0
92.0,76.0,83.0,84.0,,,29.0,19.0,,,47.0,,61.0,53.0,44.0,94.0,93.0
88.0,72.0,79.0,83.0,,,28.0,18.0,,,47.0,,60.0,52.0,43.0,90.0,92.0
89.0,74.0,80.0,81.0,,,27.0,16.0,,,45.0,,58.0,51.0,41.0,91.0,91.0
90.0,75.0,81.0,82.0,,,28.0,17.0,,,46.0,,59.0,52.0,42.0,92.0,92.0
87.0,71.0,78.0,82.0,,,27.0,17.0,,,45.0,,59.0,51.0,42.0,89.0,91.0
88.0,72.0,79.0,80.0,,,25.0,15.0,,,43.0,,56.0,49.0,40.0,90.0,89.0
90.0,75.0,81.0,82.0,,,28.0,17.0,,,46.0,,59.0,52.0,42.0,92.0,92.0
93.0,78.0,84.0,86.0,,,31.0,20.0,,,49.0,,62.0,55.0,45.0,95.0,95.0
100.0,90.0,96.0,72.0,,,15.0,4.0,,,36.0,,49.0,40.0,30.0,108.0,81.0
101.0,86.0,93.0,72.0,,,14.0,4.0,,,36.0,,50.0,41.0,31.0,104.0,82.0
97.0,89.0,96.0,69.0,,,13.0,4.0,,,33.0,,46.0,37.0,28.0,107.0,78.0
96.0,89.0,96.0,64.0,,,9.0,5.0,,,28.0,,45.0,33.0,23.0,107.0,74.0
99.0,92.0,99.0,69.0,,,13.0,6.0,,,32.0,,48.0,37.0,28.0,110.0,78.0
97.0,90.0,97.0,67.0,,,11.0,6.0,,,30.0,,46.0,35.0,26.0,108.0,76.0
94.0,89.0,94.0,65.0,,,11.0,4.0,,,28.0,,43.0,33.0,24.0,107.0,74.0
96.0,88.0,95.0,66.0,,,10.0,3.0,,,29.0,,45.0,34.0,24.0,106.0,75.0
89.0,91.0,89.0,61.0,,,11.0,12.0,,,25.0,,38.0,31.0,21.0,105.0,71.0
96.0,90.0,95.0,65.0,,,10.0,6.0,,,28.0,,44.0,33.0,24.0,108.0,74.0
101.0,90.0,96.0,70.0,,,12.0,5.0,,,34.0,,50.0,39.0,29.0,107.0,80.0
95.0,90.0,95.0,68.0,,,15.0,5.0,,,31.0,,44.0,39.0,30.0,107.0,77.0
100.0,85.0,92.0,71.0,,,15.0,5.0,,,35.0,,48.0,39.0,30.0,103.0,80.0
98.0,91.0,98.0,68.0,,,12.0,6.0,,,31.0,,47.0,36.0,27.0,109.0,77.0
105.0,90.0,97.0,74.0,,,15.0,8.0,,,37.0,,53.0,42.0,33.0,108.0,83.0
102.0,87.0,94.0,73.0,,,15.0,5.0,,,37.0,,51.0,42.0,32.0,105.0,83.0
102.0,92.0,98.0,74.0,,,20.0,9.0,,,37.0,,51.0,44.0,34.0,109.0,83.0
102.0,92.0,99.0,75.0,,,20.0,10.0,,,38.0,,51.0,44.0,35.0,110.0,84.0
100.0,88.0,94.0,71.0,,,16.0,5.0,,,36.0,,49.0,40.0,30.0,105.0,81.0
95.0,90.0,95.0,64.0,,,10.0,5.0,,,28.0,,44.0,33.0,23.0,107.0,74.0
93.0,95.0,93.0,65.0,,,26.0,18.0,,,29.0,,42.0,38.0,31.0,109.0,75.0
95.0,97.0,95.0,67.0,,,24.0,17.0,,,31.0,,44.0,40.0,33.0,111.0,76.0
88.0,90.0,87.0,60.0,,,23.0,16.0,,,23.0,,36.0,32.0,26.0,104.0,69.0
92.0,94.0,92.0,65.0,,,27.0,20.0,,,28.0,,41.0,37.0,30.0,109.0,74.0
89.0,91.0,88.0,61.0,,,26.0,21.0,,,24.0,,37.0,33.0,26.0,105.0,70.0
92.0,94.0,91.0,64.0,,,29.0,24.0,,,27.0,,40.0,36.0,29.0,108.0,73.0
80.0,82.0,80.0,59.0,,,34.0,34.0,,,20.0,,29.0,31.0,31.0,97.0,68.0
90.0,89.0,90.0,62.0,,,23.0,15.0,,,26.0,,39.0,35.0,28.0,106.0,71.0
93.0,86.0,92.0,65.0,,,23.0,13.0,,,28.0,,42.0,38.0,31.0,104.0,74.0
91.0,93.0,90.0,63.0,,,15.0,8.0,,,26.0,,39.0,35.0,26.0,107.0,72.0
75.0,77.0,75.0,48.0,62.0,41.0,27.0,27.0,39.0,60.0,11.0,45.0,24.0,20.0,22.0,92.0,57.0
90.0,92.0,90.0,62.0,77.0,55.0,17.0,10.0,54.0,75.0,26.0,60.0,39.0,35.0,28.0,106.0,72.0
90.0,92.0,89.0,62.0,77.0,55.0,16.0,9.0,53.0,75.0,25.0,60.0,39.0,35.0,27.0,106.0,71.0
87.0,89.0,87.0,59.0,74.0,52.0,19.0,12.0,51.0,72.0,23.0,57.0,36.0,32.0,25.0,103.0,69.0
88.0,90.0,88.0,60.0,75.0,53.0,18.0,11.0,52.0,73.0,24.0,58.0,37.0,33.0,26.0,104.0,70.0
96.0,80.0,87.0,77.0,92.0,70.0,22.0,12.0,69.0,90.0,41.0,75.0,54.0,47.0,37.0,98.0,87.0
95.0,79.0,86.0,79.0,94.0,73.0,25.0,14.0,71.0,92.0,43.0,77.0,56.0,49.0,39.0,97.0,89.0
97.0,82.0,88.0,82.0,97.0,75.0,27.0,17.0,73.0,95.0,45.0,80.0,59.0,51.0,42.0,99.0,91.0
95.0,80.0,86.0,78.0,92.0,71.0,23.0,13.0,69.0,90.0,41.0,76.0,54.0,47.0,37.0,98.0,87.0
93.0,78.0,84.0,77.0,92.0,71.0,23.0,12.0,69.0,90.0,41.0,75.0,54.0,47.0,37.0,95.0,87.0
92.0,77.0,83.0,78.0,92.0,71.0,23.0,12.0,69.0,90.0,41.0,75.0,54.0,47.0,37.0,95.0,87.0
94.0,79.0,85.0,79.0,94.0,72.0,24.0,14.0,71.0,92.0,43.0,77.0,56.0,48.0,39.0,96.0,89.0
95.0,79.0,86.0,80.0,94.0,73.0,25.0,15.0,71.0,92.0,43.0,78.0,56.0,49.0,40.0,97.0,89.0
91.0,75.0,82.0,77.0,91.0,70.0,22.0,12.0,68.0,89.0,40.0,74.0,53.0,46.0,36.0,93.0,86.0
93.0,77.0,84.0,78.0,93.0,71.0,23.0,13.0,70.0,91.0,42.0,76.0,55.0,47.0,38.0,95.0,87.0
100.0,85.0,91.0,85.0,100.0,78.0,30.0,20.0,76.0,98.0,48.0,83.0,62.0,54.0,45.0,102.0,94.0
99.0,83.0,90.0,84.0,98.0,77.0,29.0,19.0,75.0,96.0,47.0,82.0,60.0,53.0,43.0,101.0,93.0
98.0,83.0,89.0,73.0,88.0,66.0,20.0,10.0,64.0,86.0,36.0,71.0,50.0,44.0,35.0,100.0,82.0
93.0,77.0,84.0,77.0,92.0,70.0,22.0,12.0,69.0,90.0,41.0,75.0,54.0,47.0,37.0,95.0,87.0
96.0,80.0,87.0,78.0,92.0,71.0,23.0,13.0,69.0,91.0,41.0,76.0,55.0,47.0,38.0,98.0,87.0
95.0,79.0,86.0,82.0,97.0,75.0,27.0,17.0,74.0,95.0,46.0,80.0,59.0,51.0,42.0,97.0,92.0
99.0,83.0,90.0,81.0,96.0,74.0,26.0,16.0,73.0,94.0,45.0,79.0,58.0,51.0,41.0,101.0,91.0
95.0,79.0,86.0,83.0,97.0,76.0,28.0,18.0,74.0,96.0,46.0,81.0,60.0,52.0,43.0,97.0,92.0
91.0,76.0,82.0,80.0,94.0,73.0,25.0,15.0,71.0,92.0,43.0,78.0,56.0,49.0,40.0,93.0,89.0
95.0,80.0,86.0,83.0,98.0,76.0,28.0,18.0,74.0,96.0,46.0,81.0,60.0,52.0,43.0,97.0,92.0
91.0,76.0,82.0,80.0,94.0,73.0,25.0,15.0,71.0,93.0,43.0,78.0,57.0,49.0,40.0,93.0,89.0
93.0,78.0,84.0,82.0,96.0,75.0,27.0,17.0,73.0,94.0,45.0,80.0,58.0,51.0,41.0,95.0,91.0
93.0,77.0,84.0,75.0,89.0,68.0,20.0,10.0,66.0,87.0,38.0,73.0,51.0,44.0,34.0,95.0,84.0
93.0,78.0,84.0,78.0,93.0,71.0,23.0,13.0,69.0,91.0,42.0,76.0,55.0,47.0,38.0,95.0,87.0
93.0,78.0,84.0,81.0,96.0,74.0,26.0,16.0,72.0,94.0,44.0,79.0,58.0,50.0,41.0,95.0,90.0
101.0,86.0,92.0,84.0,98.0,77.0,29.0,19.0,75.0,96.0,47.0,81.0,60.0,53.0,43.0,103.0,93.0
97.0,82.0,88.0,80.0,94.0,73.0,25.0,15.0,71.0,92.0,43.0,78.0,56.0,49.0,39.0,100.0,89.0
94.0,78.0,85.0,79.0,93.0,72.0,24.0,14.0,70.0,92.0,42.0,77.0,56.0,48.0,39.0,96.0,88.0
94.0,78.0,85.0,86.0,100.0,79.0,31.0,21.0,77.0,98.0,49.0,84.0,62.0,55.0,46.0,96.0,95.0
100.0,85.0,91.0,72.0,87.0,65.0,18.0,8.0,64.0,85.0,36.0,70.0,49.0,42.0,33.0,103.0,82.0
98.0,86.0,93.0,71.0,85.0,64.0,18.0,8.0,62.0,83.0,34.0,68.0,47.0,42.0,33.0,104.0,80.0
99.0,84.0,90.0,73.0,88.0,66.0,19.0,9.0,65.0,86.0,37.0,71.0,50.0,43.0,34.0,102.0,83.0
99.0,89.0,95.0,71.0,86.0,64.0,17.0,6.0,63.0,84.0,35.0,69.0,48.0,41.0,31.0,106.0,80.0
101.0,91.0,98.0,74.0,88.0,67.0,19.0,9.0,65.0,86.0,37.0,71.0,50.0,43.0,34.0,109.0,83.0
101.0,92.0,98.0,73.0,88.0,67.0,20.0,9.0,65.0,86.0,37.0,71.0,50.0,44.0,34.0,109.0,83.0
100.0,88.0,94.0,72.0,87.0,65.0,20.0,10.0,64.0,85.0,36.0,70.0,49.0,44.0,35.0,106.0,82.0
95.0,79.0,86.0,83.0,98.0,76.0,28.0,18.0,75.0,96.0,47.0,81.0,60.0,52.0,43.0,97.0,92.0
90.0,74.0,81.0,85.0,99.0,78.0,30.0,20.0,76.0,98.0,48.0,83.0,61.0,54.0,45.0,92.0,94.0
90.0,75.0,82.0,85.0,99.0,78.0,30.0,19.0,76.0,97.0,48.0,82.0,61.0,54.0,44.0,93.0,94.0
86.0,71.0,77.0,83.0,98.0,77.0,29.0,18.0,75.0,96.0,47.0,81.0,60.0,53.0,43.0,88.0,93.0
91.0,76.0,83.0,86.0,100.0,79.0,31.0,20.0,77.0,98.0,49.0,83.0,62.0,55.0,45.0,94.0,95.0
87.0,71.0,78.0,80.0,95.0,74.0,26.0,15.0,72.0,93.0,44.0,78.0,57.0,50.0,40.0,89.0,90.0
94.0,78.0,85.0,84.0,99.0,77.0,29.0,19.0,75.0,97.0,47.0,82.0,61.0,53.0,44.0,96.0,93.0
91.0,76.0,83.0,84.0,99.0,77.0,29.0,19.0,76.0,97.0,48.0,82.0,61.0,54.0,44.0,94.0,94.0
91.0,76.0,82.0,82.0,96.0,75.0,27.0,17.0,73.0,94.0,45.0,80.0,58.0,51.0,41.0,94.0,91.0
87.0,71.0,78.0,81.0,95.0,74.0,26.0,16.0,72.0,93.0,44.0,79.0,57.0,50.0,40.0,89.0,90.0
98.0,82.0,89.0,90.0,104.0,83.0,35.0,25.0,81.0,103.0,53.0,88.0,67.0,59.0,50.0,100.0,99.0
107.0,92.0,99.0,92.0,107.0,85.0,37.0,27.0,84.0,105.0,56.0,90.0,69.0,62.0,52.0,110.0,102.0
100.0,84.0,91.0,93.0,107.0,86.0,38.0,28.0,84.0,106.0,56.0,91.0,69.0,62.0,53.0,102.0,102.0
102.0,86.0,93.0,92.0,107.0,85.0,37.0,27.0,84.0,105.0,56.0,90.0,69.0,61.0,52.0,104.0,102.0
91.0,75.0,82.0,85.0,100.0,78.0,30.0,20.0,76.0,98.0,48.0,83.0,62.0,54.0,45.0,93.0,94.0
88.0,72.0,79.0,87.0,101.0,80.0,32.0,22.0,78.0,99.0,50.0,85.0,63.0,56.0,47.0,90.0,96.0
89.0,73.0,80.0,78.0,93.0,71.0,23.0,13.0,70.0,91.0,42.0,76.0,55.0,47.0,38.0,91.0,87.0
88.0,72.0,79.0,82.0,96.0,75.0,27.0,17.0,73.0,95.0,45.0,80.0,59.0,51.0,42.0,90.0,91.0
86.0,71.0,77.0,84.0,98.0,77.0,29.0,18.0,75.0,96.0,47.0,81.0,60.0,53.0,43.0,88.0,93.0
83.0,85.0,83.0,55.0,70.0,49.0,19.0,17.0,47.0,68.0,19.0,53.0,32.0,26.0,17.0,100.0,65.0
79.0,81.0,78.0,51.0,66.0,44.0,23.0,22.0,42.0,64.0,14.0,49.0,28.0,24.0,20.0,95.0,60.0
81.0,83.0,80.0,53.0,67.0,46.0,19.0,17.0,44.0,65.0,16.0,51.0,29.0,25.0,19.0,97.0,62.0
80.0,82.0,80.0,52.0,67.0,45.0,19.0,17.0,44.0,65.0,16.0,50.0,29.0,25.0,18.0,96.0,62.0
82.0,84.0,82.0,54.0,69.0,47.0,20.0,17.0,46.0,67.0,18.0,52.0,31.0,27.0,20.0,98.0,63.0
81.0,83.0,81.0,53.0,68.0,46.0,25.0,23.0,45.0,66.0,17.0,51.0,30.0,26.0,22.0,97.0,63.0
78.0,80.0,78.0,50.0,65.0,43.0,20.0,19.0,42.0,63.0,14.0,48.0,27.0,23.0,17.0,94.0,59.0
79.0,81.0,78.0,51.0,65.0,44.0,21.0,20.0,42.0,64.0,14.0,49.0,28.0,23.0,18.0,95.0,60.0
79.0,81.0,79.0,51.0,66.0,45.0,19.0,19.0,43.0,64.0,15.0,49.0,28.0,24.0,16.0,96.0,61.0
83.0,85.0,83.0,55.0,70.0,48.0,22.0,20.0,46.0,68.0,18.0,53.0,32.0,28.0,21.0,99.0,64.0
83.0,85.0,82.0,55.0,69.0,48.0,17.0,15.0,46.0,67.0,18.0,53.0,31.0,27.0,19.0,99.0,64.0
86.0,88.0,86.0,58.0,73.0,51.0,21.0,17.0,50.0,71.0,22.0,56.0,35.0,31.0,23.0,102.0,68.0
87.0,89.0,87.0,59.0,74.0,52.0,22.0,18.0,51.0,72.0,23.0,57.0,36.0,32.0,24.0,103.0,69.0
91.0,93.0,91.0,63.0,78.0,56.0,19.0,15.0,54.0,76.0,26.0,61.0,40.0,36.0,27.0,107.0,72.0
86.0,88.0,86.0,58.0,73.0,52.0,21.0,14.0,50.0,71.0,22.0,56.0,35.0,31.0,24.0,103.0,68.0
86.0,87.0,85.0,58.0,72.0,51.0,22.0,18.0,49.0,70.0,21.0,56.0,34.0,30.0,23.0,102.0,67.0
82.0,84.0,81.0,54.0,69.0,47.0,20.0,17.0,45.0,67.0,17.0,52.0,31.0,27.0,20.0,98.0,63.0
81.0,83.0,80.0,53.0,67.0,46.0,20.0,18.0,44.0,65.0,16.0,51.0,29.0,25.0,18.0,97.0,62.0
80.0,82.0,79.0,52.0,66.0,45.0,22.0,20.0,43.0,64.0,15.0,50.0,28.0,24.0,19.0,96.0,61.0
84.0,86.0,83.0,56.0,71.0,49.0,19.0,18.0,47.0,69.0,19.0,54.0,33.0,26.0,18.0,100.0,65.0
86.0,88.0,85.0,58.0,72.0,51.0,15.0,17.0,49.0,71.0,21.0,56.0,35.0,28.0,18.0,102.0,67.0
84.0,86.0,83.0,56.0,70.0,49.0,18.0,16.0,47.0,68.0,19.0,54.0,32.0,28.0,19.0,100.0,65.0
80.0,82.0,80.0,47.0,67.0,45.0,26.0,33.0,38.0,65.0,11.0,50.0,29.0,11.0,19.0,96.0,56.0
102.0,87.0,94.0,72.0,88.0,67.0,14.0,5.0,63.0,86.0,36.0,72.0,50.0,40.0,31.0,105.0,81.0
102.0,87.0,94.0,71.0,88.0,67.0,12.0,4.0,62.0,86.0,35.0,72.0,50.0,39.0,30.0,105.0,80.0
106.0,91.0,97.0,77.0,92.0,71.0,18.0,9.0,68.0,90.0,40.0,76.0,54.0,45.0,36.0,108.0,86.0
104.0,89.0,95.0,74.0,90.0,69.0,15.0,7.0,65.0,89.0,37.0,74.0,52.0,42.0,33.0,106.0,83.0
100.0,88.0,95.0,72.0,87.0,66.0,16.0,3.0,63.0,85.0,36.0,70.0,49.0,40.0,31.0,106.0,81.0
103.0,88.0,94.0,77.0,93.0,71.0,21.0,11.0,69.0,91.0,41.0,76.0,55.0,46.0,36.0,106.0,87.0
104.0,88.0,95.0,76.0,91.0,70.0,19.0,10.0,67.0,89.0,40.0,75.0,53.0,44.0,35.0,106.0,85.0
104.0,89.0,95.0,77.0,93.0,71.0,20.0,10.0,69.0,91.0,41.0,76.0,55.0,46.0,36.0,107.0,87.0
105.0,90.0,97.0,74.0,91.0,70.0,16.0,8.0,66.0,89.0,38.0,75.0,53.0,42.0,33.0,108.0,83.0
98.0,84.0,90.0,69.0,84.0,63.0,13.0,3.0,61.0,83.0,33.0,68.0,47.0,38.0,28.0,101.0,78.0
102.0,85.0,92.0,73.0,88.0,67.0,15.0,5.0,64.0,86.0,37.0,72.0,50.0,41.0,32.0,103.0,82.0
88.0,90.0,88.0,57.0,75.0,54.0,8.0,15.0,48.0,73.0,20.0,58.0,37.0,25.0,16.0,105.0,66.0
88.0,90.0,88.0,56.0,75.0,53.0,12.0,17.0,48.0,73.0,20.0,58.0,37.0,25.0,15.0,104.0,66.0
90.0,92.0,90.0,61.0,77.0,56.0,11.0,15.0,52.0,75.0,24.0,60.0,39.0,29.0,20.0,107.0,70.0
88.0,90.0,87.0,56.0,74.0,53.0,10.0,17.0,47.0,72.0,19.0,58.0,36.0,24.0,15.0,104.0,65.0
88.0,90.0,88.0,56.0,75.0,53.0,10.0,15.0,48.0,73.0,20.0,58.0,37.0,24.0,15.0,104.0,65.0
90.0,92.0,89.0,58.0,77.0,55.0,8.0,12.0,49.0,75.0,22.0,60.0,39.0,26.0,17.0,106.0,67.0
